tcp-traceroute from 192.168.100.4 to 104.20.67.46
12  202.97.52.193  277.411 ms ICMP
13  202.97.90.34  274.427 ms ICMP
14  202.97.24.181  317.890 ms ICMP
15  *
16  101.95.207.10  542.508 ms ICMP
17  101.95.225.162  320.629 ms ICMP
18  180.163.27.214  318.252 ms ICMP
19  *
20  *
21  *
22  *
23  118.25.57.176  293.562 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 103.60.167.205
 1  192.168.100.1  0.904 ms ICMP
 2  202.163.124.100  2.405 ms ICMP
 3  192.168.146.53  10.311 ms ICMP
 4  202.163.124.57  2.746 ms ICMP
 5  116.71.134.65  2.784 ms ICMP
 6  221.120.223.53  3.545 ms ICMP
 7  221.120.254.18  27.162 ms ICMP
 8  221.120.248.3  23.939 ms ICMP
 9  93.186.129.214  121.723 ms ICMP
10  195.22.211.36  154.535 ms ICMP
11  89.221.34.147  153.818 ms ICMP
12  202.97.95.205  271.795 ms ICMP
13  *
14  202.97.24.241  363.830 ms ICMP
15  202.97.92.26  366.104 ms ICMP
16  *
17  *
18  *
19  *
20  58.220.30.17  371.415 ms ICMP
21  *
22  103.60.167.205  270.292 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 162.159.233.179
 1  192.168.100.1  1.480 ms ICMP
 2  202.163.124.100  2.390 ms ICMP
 3  *
 4  202.163.124.57  2.971 ms ICMP
 5  116.71.134.65  2.961 ms ICMP
 6  221.120.223.53  3.531 ms ICMP
 7  221.120.254.18  24.323 ms ICMP
 8  221.120.251.101  24.133 ms ICMP
 9  221.120.200.3  22.410 ms ICMP
10  162.159.233.179  21.237 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.24.10.48
 1  192.168.100.1  1.105 ms ICMP
 2  202.163.124.100  2.414 ms ICMP
 3  192.168.146.53  7.335 ms ICMP
 4  202.163.124.57  2.913 ms ICMP
 5  116.71.134.65  2.800 ms ICMP
 6  221.120.223.57  2.945 ms ICMP
 7  221.120.254.49  23.212 ms ICMP
 8  221.120.251.88  20.366 ms ICMP
 9  221.120.200.3  21.725 ms ICMP
10  104.24.10.48  21.237 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.24.9.9
 1  192.168.100.1  0.926 ms ICMP
 2  202.163.124.100  2.313 ms ICMP
 3  *
 4  202.163.124.57  3.715 ms ICMP
 5  116.71.134.65  3.038 ms ICMP
 6  221.120.223.53  4.702 ms ICMP
 7  221.120.254.18  24.455 ms ICMP
 8  221.120.251.101  24.255 ms ICMP
 9  221.120.200.3  20.308 ms ICMP
10  104.24.9.9  19.826 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 58.211.137.16
 1  192.168.100.1  0.924 ms ICMP
 2  202.163.124.100  2.528 ms ICMP
 3  *
 4  202.163.124.57  2.770 ms ICMP
 5  116.71.134.65  2.868 ms ICMP
 6  221.120.223.53  2.956 ms ICMP
 7  221.120.254.18  27.110 ms ICMP
 8  202.125.128.134  26.634 ms ICMP
 9  93.186.129.176  121.170 ms ICMP
10  195.22.211.104  153.046 ms ICMP
11  89.221.34.147  151.291 ms ICMP
12  202.97.95.205  264.751 ms ICMP
13  202.97.90.30  261.798 ms ICMP
14  202.97.61.85  313.337 ms ICMP
15  202.97.92.2  306.764 ms ICMP
16  61.160.134.14  316.106 ms ICMP
17  61.155.187.222  313.722 ms ICMP
18  61.155.133.66  317.128 ms ICMP
19  *
20  58.211.137.16  320.969 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 103.210.23.193
 1  192.168.100.1  0.968 ms ICMP
 2  202.163.124.100  2.347 ms ICMP
 3  192.168.146.53  5.739 ms ICMP
 4  202.163.124.57  2.785 ms ICMP
 5  116.71.134.65  3.207 ms ICMP
 6  221.120.223.53  6.409 ms ICMP
 7  221.120.254.18  24.272 ms ICMP
 8  221.120.248.3  23.717 ms ICMP
 9  93.186.129.214  121.740 ms ICMP
10  195.22.205.13  144.405 ms ICMP
11  93.186.128.157  217.315 ms ICMP
12  129.250.3.178  216.716 ms ICMP
13  129.250.4.69  218.611 ms ICMP
14  129.250.4.9  277.326 ms ICMP
15  129.250.3.74  217.587 ms ICMP
16  129.250.7.67  252.205 ms ICMP
17  129.250.6.92  255.892 ms ICMP
18  129.250.6.178  250.705 ms ICMP
19  203.131.251.86  253.472 ms ICMP
20  *
21  *
22  *
23  103.210.23.193  250.750 ms ICMP
tcp-traceroute from 192.168.100.4 to 120.79.218.210
 1  192.168.100.1  0.909 ms ICMP
 2  202.163.124.100  2.509 ms ICMP
 3  *
 4  202.163.124.57  2.696 ms ICMP
 5  116.71.134.65  3.010 ms ICMP
 6  221.120.223.53  3.919 ms ICMP
 7  221.120.254.18  25.819 ms ICMP
 8  221.120.248.3  23.858 ms ICMP
 9  93.186.142.194  121.719 ms ICMP
10  195.22.211.104  162.111 ms ICMP
11  89.221.34.147  162.738 ms ICMP
12  202.97.58.33  309.328 ms ICMP
13  202.97.94.70  303.216 ms ICMP
14  202.97.91.97  322.189 ms ICMP
15  119.147.223.114  326.459 ms ICMP
16  183.2.182.130  331.300 ms ICMP
17  183.2.180.234  324.594 ms ICMP
18  *
19  *
20  *
21  *
22  120.79.218.210  350.164 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 43.248.105.16
 1  *
 2  202.163.124.100  2.344 ms ICMP
 3  *
 4  202.163.124.57  3.862 ms ICMP
 5  116.71.134.65  2.907 ms ICMP
 6  221.120.223.57  4.341 ms ICMP
 7  221.120.254.49  22.494 ms ICMP
 8  221.120.248.46  24.637 ms ICMP
 9  213.242.116.33  131.582 ms ICMP
10  *
11  195.122.182.170  149.554 ms ICMP
12  *
13  *
14  202.97.57.146  260.097 ms ICMP
15  202.97.27.10  259.225 ms ICMP
16  61.160.130.22  258.585 ms ICMP
17  180.97.127.10  259.016 ms ICMP
18  *
19  43.248.105.16  254.343 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 120.27.52.224
 1  192.168.100.1  0.896 ms ICMP
 2  202.163.124.100  2.804 ms ICMP
 3  192.168.146.53  4.746 ms ICMP
 4  202.163.124.57  2.713 ms ICMP
 5  116.71.134.65  2.900 ms ICMP
 6  221.120.223.57  6.132 ms ICMP
 7  221.120.254.49  33.521 ms ICMP
 8  221.120.248.43  20.920 ms ICMP
 9  93.186.142.194  122.770 ms ICMP
10  89.221.35.144  310.045 ms ICMP
11  219.158.33.189  345.048 ms ICMP
12  219.158.98.17  344.747 ms ICMP
13  219.158.3.177  338.901 ms ICMP
14  219.158.5.153  340.347 ms ICMP
15  219.158.4.230  347.845 ms ICMP
16  *
17  27.221.85.246  348.469 ms ICMP
18  *
19  116.251.114.133  338.170 ms ICMP
20  *
21  120.27.52.224  338.911 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.151.231.124
 1  192.168.100.1  0.889 ms ICMP
 2  202.163.124.100  3.224 ms ICMP
 3  *
 4  202.163.124.57  3.311 ms ICMP
 5  116.71.134.65  3.616 ms ICMP
 6  221.120.223.53  3.124 ms ICMP
 7  221.120.254.18  23.703 ms ICMP
 8  202.125.128.134  24.262 ms ICMP
 9  *
10  80.249.209.150  154.078 ms ICMP
11  184.105.213.66  164.194 ms ICMP
12  72.52.92.198  169.945 ms ICMP
13  184.105.65.245  225.178 ms ICMP
14  184.105.81.150  231.331 ms ICMP
15  72.52.92.225  272.416 ms ICMP
16  184.105.80.202  286.783 ms ICMP
17  72.52.92.122  289.365 ms ICMP
18  *
19  172.246.0.122  309.180 ms ICMP
20  104.151.231.124  287.107 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 119.28.38.178
 1  192.168.100.1  0.856 ms ICMP
 2  202.163.124.100  2.255 ms ICMP
 3  *
 4  202.163.124.57  2.802 ms ICMP
 5  116.71.134.65  2.980 ms ICMP
 6  221.120.223.53  6.858 ms ICMP
 7  221.120.254.18  26.511 ms ICMP
 8  202.125.128.164  24.978 ms ICMP
 9  116.51.31.117  105.822 ms ICMP
10  129.250.7.9  107.757 ms ICMP
11  129.250.7.26  105.280 ms ICMP
12  129.250.2.92  104.098 ms ICMP
13  116.51.26.46  102.285 ms ICMP
14  62.216.137.153  104.973 ms ICMP
15  62.216.128.45  142.733 ms ICMP
16  80.81.65.138  140.137 ms ICMP
17  218.189.5.57  141.444 ms ICMP
18  218.189.29.122  137.888 ms ICMP
19  *
20  *
21  119.28.38.178  140.554 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 47.97.35.85
 1  192.168.100.1  0.979 ms ICMP
 2  202.163.124.100  2.383 ms ICMP
 3  192.168.146.53  5.609 ms ICMP
 4  202.163.124.57  2.761 ms ICMP
 5  116.71.134.65  2.897 ms ICMP
 6  221.120.223.53  5.172 ms ICMP
 7  221.120.254.18  32.551 ms ICMP
 8  202.125.128.163  21.377 ms ICMP
 9  195.22.197.66  120.362 ms ICMP
10  195.22.211.36  156.161 ms ICMP
11  89.221.34.147  152.801 ms ICMP
12  202.97.89.113  261.307 ms ICMP
13  202.97.90.34  267.524 ms ICMP
14  202.97.57.26  298.782 ms ICMP
15  202.97.26.6  314.054 ms ICMP
16  *
17  115.236.101.221  285.274 ms ICMP
18  42.120.247.93  311.122 ms ICMP
19  *
20  *
21  *
22  47.97.35.85  299.189 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 39.100.58.234
 1  192.168.100.1  0.944 ms ICMP
 2  202.163.124.100  2.501 ms ICMP
 3  192.168.146.53  4.622 ms ICMP
 4  202.163.124.57  2.824 ms ICMP
 5  116.71.134.65  2.884 ms ICMP
 6  221.120.223.57  3.768 ms ICMP
 7  221.120.254.49  23.506 ms ICMP
 8  202.125.128.134  25.417 ms ICMP
 9  195.22.197.122  119.230 ms ICMP
10  195.22.211.36  154.642 ms ICMP
11  89.221.34.147  152.230 ms ICMP
12  202.97.58.69  279.247 ms ICMP
13  *
14  *
15  *
16  *
17  106.38.196.254  280.141 ms ICMP
18  101.200.109.149  284.319 ms ICMP
19  *
20  *
21  *
22  *
23  39.100.58.234  289.949 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 23.239.119.34
 1  192.168.100.1  1.039 ms ICMP
 2  202.163.124.100  2.544 ms ICMP
 3  192.168.146.53  4.747 ms ICMP
 4  202.163.124.57  2.644 ms ICMP
 5  116.71.134.65  3.203 ms ICMP
 6  221.120.223.57  3.938 ms ICMP
 7  221.120.254.49  22.182 ms ICMP
 8  221.120.248.43  22.912 ms ICMP
 9  *
10  80.249.209.150  155.421 ms ICMP
11  184.105.213.66  165.066 ms ICMP
12  72.52.92.198  170.923 ms ICMP
13  184.105.65.245  225.599 ms ICMP
14  184.105.81.150  233.418 ms ICMP
15  72.52.92.225  250.026 ms ICMP
16  72.52.92.54  259.098 ms ICMP
17  184.105.64.49  268.423 ms ICMP
18  72.52.92.42  277.650 ms ICMP
19  64.71.130.42  280.772 ms ICMP
20  104.250.156.194  282.233 ms ICMP
21  23.239.119.34  276.606 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 114.55.49.120
 1  192.168.100.1  1.024 ms ICMP
 2  202.163.124.100  2.410 ms ICMP
 3  192.168.146.53  5.625 ms ICMP
 4  202.163.124.57  2.747 ms ICMP
 5  116.71.134.65  2.865 ms ICMP
 6  221.120.223.57  6.053 ms ICMP
 7  221.120.254.49  23.893 ms ICMP
 8  202.125.128.134  25.044 ms ICMP
 9  93.186.129.214  121.616 ms ICMP
10  195.22.211.36  156.094 ms ICMP
11  89.221.34.147  152.934 ms ICMP
12  202.97.90.181  331.040 ms ICMP
13  *
14  202.97.57.146  312.064 ms ICMP
15  *
16  220.191.200.50  320.032 ms ICMP
17  122.224.214.74  320.387 ms ICMP
18  42.120.247.85  319.303 ms ICMP
19  119.38.215.125  316.262 ms ICMP
20  *
21  114.55.49.120  346.322 ms ICMP
tcp-traceroute from 192.168.100.4 to 47.75.74.117
 1  192.168.100.1  0.913 ms ICMP
 2  202.163.124.100  2.316 ms ICMP
 3  *
 4  202.163.124.57  2.789 ms ICMP
 5  116.71.134.65  2.820 ms ICMP
 6  221.120.223.53  4.743 ms ICMP
 7  221.120.254.18  23.821 ms ICMP
 8  202.125.128.164  19.334 ms ICMP
 9  1.9.241.177  106.594 ms ICMP
10  63.218.43.17  136.354 ms ICMP
11  63.218.174.201  136.497 ms ICMP
12  63.218.174.201  140.924 ms ICMP
13  63.216.176.70  143.219 ms ICMP
14  116.251.82.177  141.520 ms ICMP
15  11.131.180.249  141.702 ms ICMP
16  11.52.252.13  137.408 ms ICMP
17  47.75.74.117  134.859 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 39.105.40.67
 1  192.168.100.1  0.922 ms ICMP
 2  202.163.124.100  2.335 ms ICMP
 3  192.168.146.53  6.596 ms ICMP
 4  202.163.124.57  2.922 ms ICMP
 5  116.71.134.65  3.019 ms ICMP
 6  221.120.223.57  4.701 ms ICMP
 7  221.120.254.49  23.192 ms ICMP
 8  202.125.128.163  20.329 ms ICMP
 9  93.186.129.216  121.025 ms ICMP
10  195.22.211.104  165.630 ms ICMP
11  89.221.34.147  164.669 ms ICMP
12  202.97.52.69  378.544 ms ICMP
13  *
14  202.97.34.157  384.195 ms ICMP
15  220.181.177.78  386.058 ms ICMP
16  *
17  36.110.169.94  372.682 ms ICMP
18  *
19  *
20  *
21  *
22  39.105.40.67  374.893 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 174.139.50.62
 1  192.168.100.1  0.968 ms ICMP
 2  202.163.124.100  4.587 ms ICMP
 3  *
 4  202.163.124.57  2.807 ms ICMP
 5  116.71.134.65  2.876 ms ICMP
 6  221.120.223.57  4.569 ms ICMP
 7  221.120.254.49  26.032 ms ICMP
 8  221.120.248.3  27.983 ms ICMP
 9  93.186.142.194  151.319 ms ICMP
10  195.22.205.39  153.083 ms ICMP
11  46.33.83.178  144.155 ms ICMP
12  89.149.140.77  295.998 ms ICMP
13  173.205.35.162  346.168 ms ICMP
14  184.164.196.234  323.565 ms ICMP
15  184.164.197.134  288.830 ms ICMP
16  174.139.50.62  288.642 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 160.16.101.20
 1  192.168.100.1  0.951 ms ICMP
 2  202.163.124.100  2.314 ms ICMP
 3  *
 4  202.163.124.57  2.964 ms ICMP
 5  116.71.134.65  3.120 ms ICMP
 6  221.120.223.57  25.632 ms ICMP
 7  221.120.254.49  24.959 ms ICMP
 8  221.120.248.3  24.406 ms ICMP
 9  195.22.197.164  121.457 ms ICMP
10  195.22.205.13  142.649 ms ICMP
11  93.186.128.157  215.700 ms ICMP
12  129.250.3.178  215.412 ms ICMP
13  129.250.4.69  251.100 ms ICMP
14  129.250.6.162  295.954 ms ICMP
15  129.250.6.237  294.450 ms ICMP
16  129.250.2.183  295.015 ms ICMP
17  129.250.5.77  297.158 ms ICMP
18  129.250.3.33  302.687 ms ICMP
19  203.105.72.146  300.089 ms ICMP
20  157.17.130.50  300.505 ms ICMP
21  157.17.130.182  299.396 ms ICMP
22  157.17.135.10  296.925 ms ICMP
23  160.16.101.20  298.517 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 154.83.24.36
 1  192.168.100.1  1.288 ms ICMP
 2  202.163.124.100  2.382 ms ICMP
 3  *
 4  202.163.124.57  2.754 ms ICMP
 5  116.71.134.65  2.956 ms ICMP
 6  221.120.223.57  2.902 ms ICMP
 7  221.120.254.49  28.411 ms ICMP
 8  221.120.248.3  26.756 ms ICMP
 9  202.125.134.22  157.720 ms ICMP
10  80.249.209.150  158.438 ms ICMP
11  184.105.213.66  168.440 ms ICMP
12  72.52.92.198  174.375 ms ICMP
13  184.105.65.245  229.159 ms ICMP
14  184.105.81.150  235.585 ms ICMP
15  72.52.92.225  239.083 ms ICMP
16  184.105.80.202  290.985 ms ICMP
17  72.52.92.122  296.844 ms ICMP
18  23.238.223.33  291.063 ms ICMP
19  104.149.2.58  298.450 ms ICMP
20  *
21  154.83.24.36  304.768 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 107.148.226.122
 1  192.168.100.1  0.839 ms ICMP
 2  202.163.124.100  2.462 ms ICMP
 3  192.168.146.53  13.762 ms ICMP
 4  202.163.124.57  2.908 ms ICMP
 5  116.71.134.65  2.943 ms ICMP
 6  221.120.223.57  3.086 ms ICMP
 7  221.120.254.49  23.314 ms ICMP
 8  202.125.128.134  23.850 ms ICMP
 9  *
10  80.249.209.150  156.168 ms ICMP
11  72.52.92.213  182.577 ms ICMP
12  72.52.92.166  228.616 ms ICMP
13  184.105.81.218  291.108 ms ICMP
14  184.105.65.113  295.492 ms ICMP
15  65.19.189.30  291.374 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  107.148.226.122  292.745 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 139.159.204.145
 1  192.168.100.1  0.972 ms ICMP
 2  202.163.124.100  2.288 ms ICMP
 3  192.168.146.53  4.759 ms ICMP
 4  202.163.124.57  3.037 ms ICMP
 5  116.71.134.65  3.025 ms ICMP
 6  221.120.223.57  3.515 ms ICMP
 7  221.120.254.49  23.800 ms ICMP
 8  202.125.128.163  21.767 ms ICMP
 9  93.186.142.194  122.729 ms ICMP
10  195.22.211.104  152.866 ms ICMP
11  89.221.34.147  151.614 ms ICMP
12  202.97.95.158  293.314 ms ICMP
13  *
14  202.97.94.133  298.391 ms ICMP
15  113.96.4.142  299.940 ms ICMP
16  *
17  121.14.60.42  287.634 ms ICMP
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  139.159.204.145  294.980 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 116.62.19.226
 1  192.168.100.1  1.143 ms ICMP
 2  202.163.124.100  10.476 ms ICMP
 3  192.168.146.53  6.277 ms ICMP
 4  202.163.124.57  4.270 ms ICMP
 5  116.71.134.65  2.899 ms ICMP
 6  221.120.223.53  5.999 ms ICMP
 7  221.120.254.18  24.927 ms ICMP
 8  202.125.128.134  26.664 ms ICMP
 9  93.186.142.194  122.965 ms ICMP
10  195.22.211.36  154.418 ms ICMP
11  89.221.34.147  151.216 ms ICMP
12  202.97.95.205  266.349 ms ICMP
13  202.97.94.213  306.423 ms ICMP
14  202.97.24.173  292.710 ms ICMP
15  202.97.26.6  303.969 ms ICMP
16  220.191.200.146  308.708 ms ICMP
17  115.238.21.113  298.410 ms ICMP
18  42.120.247.65  299.487 ms ICMP
19  *
20  *
21  *
22  116.62.19.226  353.983 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 139.162.97.84
 1  192.168.100.1  0.813 ms ICMP
 2  202.163.124.100  2.320 ms ICMP
 3  192.168.146.53  6.016 ms ICMP
 4  202.163.124.57  3.207 ms ICMP
 5  116.71.134.65  2.954 ms ICMP
 6  221.120.223.53  3.648 ms ICMP
 7  221.120.254.18  23.800 ms ICMP
 8  202.125.128.134  24.944 ms ICMP
 9  93.186.129.176  121.277 ms ICMP
10  195.22.205.13  168.291 ms ICMP
11  93.186.128.157  241.621 ms ICMP
12  129.250.3.178  241.294 ms ICMP
13  129.250.4.69  243.660 ms ICMP
14  129.250.6.162  321.618 ms ICMP
15  129.250.6.237  318.019 ms ICMP
16  129.250.2.183  317.787 ms ICMP
17  129.250.5.77  319.772 ms ICMP
18  129.250.6.127  319.826 ms ICMP
19  192.80.17.174  324.541 ms ICMP
20  139.162.64.19  323.068 ms ICMP
21  139.162.97.84  325.588 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 94.198.51.157
 1  192.168.100.1  0.966 ms ICMP
 2  202.163.124.100  4.250 ms ICMP
 3  192.168.146.53  5.082 ms ICMP
 4  202.163.124.57  3.026 ms ICMP
 5  116.71.134.65  2.960 ms ICMP
 6  221.120.223.53  4.742 ms ICMP
 7  221.120.254.18  25.719 ms ICMP
 8  221.120.248.6  25.747 ms ICMP
 9  *
10  *
11  212.73.250.202  181.433 ms ICMP
12  *
13  85.112.122.67  203.975 ms ICMP
14  185.130.248.22  314.171 ms ICMP
15  94.198.51.157  202.454 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 96.44.153.109
 1  192.168.100.1  48.011 ms ICMP
 2  202.163.124.100  2.489 ms ICMP
 3  192.168.146.53  6.406 ms ICMP
 4  202.163.124.57  2.829 ms ICMP
 5  116.71.134.65  2.955 ms ICMP
 6  221.120.223.57  3.551 ms ICMP
 7  221.120.254.49  22.468 ms ICMP
 8  202.125.128.134  26.100 ms ICMP
 9  93.186.129.216  122.120 ms ICMP
10  195.22.211.36  153.106 ms ICMP
11  63.222.0.9  155.158 ms ICMP
12  63.223.43.6  283.692 ms ICMP
13  63.218.212.170  285.718 ms ICMP
14  *
15  96.44.153.109  290.406 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 198.44.241.138
 1  192.168.100.1  0.818 ms ICMP
 2  202.163.124.100  3.459 ms ICMP
 3  *
 4  202.163.124.57  4.523 ms ICMP
 5  116.71.134.65  2.853 ms ICMP
 6  221.120.223.57  4.269 ms ICMP
 7  221.120.254.49  26.711 ms ICMP
 8  221.120.248.6  26.199 ms ICMP
 9  213.242.115.57  134.298 ms ICMP
10  *
11  195.122.182.170  153.520 ms ICMP
12  202.97.61.209  235.437 ms ICMP
13  *
14  203.14.191.26  297.382 ms ICMP
15  218.30.44.34  318.956 ms ICMP
16  *
17  *
18  66.102.253.226  298.179 ms ICMP
19  198.44.241.138  295.940 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.166.130
 1  192.168.100.1  0.928 ms ICMP
 2  202.163.124.100  2.295 ms ICMP
 3  192.168.146.53  14.522 ms ICMP
 4  202.163.124.57  2.712 ms ICMP
 5  116.71.134.65  2.932 ms ICMP
 6  221.120.223.57  4.377 ms ICMP
 7  221.120.254.49  26.112 ms ICMP
 8  221.120.251.88  23.371 ms ICMP
 9  221.120.200.3  25.074 ms ICMP
10  104.27.166.130  22.699 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 113.107.251.180
 1  192.168.100.1  0.853 ms ICMP
 2  202.163.124.100  2.403 ms ICMP
 3  192.168.146.53  6.323 ms ICMP
 4  202.163.124.57  4.149 ms ICMP
 5  116.71.134.65  2.940 ms ICMP
 6  221.120.223.57  2.613 ms ICMP
 7  221.120.254.49  24.661 ms ICMP
 8  221.120.248.43  22.871 ms ICMP
 9  93.186.142.194  122.712 ms ICMP
10  195.22.211.104  152.849 ms ICMP
11  89.221.34.147  152.388 ms ICMP
12  202.97.58.37  288.578 ms ICMP
13  *
14  202.97.94.149  290.235 ms ICMP
15  *
16  183.59.12.134  293.017 ms ICMP
17  *
18  183.61.211.234  300.439 ms ICMP
19  113.107.251.180  304.718 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 120.26.62.87
 1  192.168.100.1  0.950 ms ICMP
 2  202.163.124.100  2.208 ms ICMP
 3  192.168.146.53  4.757 ms ICMP
 4  202.163.124.57  2.935 ms ICMP
 5  116.71.134.65  2.835 ms ICMP
 6  221.120.223.53  3.858 ms ICMP
 7  221.120.254.18  25.577 ms ICMP
 8  221.120.248.43  21.920 ms ICMP
 9  195.22.197.66  130.737 ms ICMP
10  195.22.211.104  155.588 ms ICMP
11  89.221.34.147  155.694 ms ICMP
12  202.97.90.181  299.025 ms ICMP
13  *
14  202.97.57.146  304.295 ms ICMP
15  *
16  *
17  122.224.214.74  317.114 ms ICMP
18  42.120.247.57  299.674 ms ICMP
19  119.38.215.153  300.074 ms ICMP
20  *
21  *
22  120.26.62.87  345.252 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 123.57.231.177
 1  192.168.100.1  0.909 ms ICMP
 2  202.163.124.100  5.005 ms ICMP
 3  192.168.146.53  4.630 ms ICMP
 4  202.163.124.57  3.097 ms ICMP
 5  116.71.134.65  3.013 ms ICMP
 6  221.120.223.53  5.703 ms ICMP
 7  221.120.254.18  30.238 ms ICMP
 8  202.125.128.163  23.327 ms ICMP
 9  93.186.129.216  122.739 ms ICMP
10  195.22.211.104  153.484 ms ICMP
11  89.221.34.147  152.996 ms ICMP
12  202.97.52.69  368.999 ms ICMP
13  *
14  202.97.34.157  373.297 ms ICMP
15  *
16  *
17  106.38.196.210  372.855 ms ICMP
18  *
19  *
20  *
21  123.57.231.177  416.791 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 211.149.216.111
 1  192.168.100.1  60.342 ms ICMP
 2  202.163.124.100  2.336 ms ICMP
 3  192.168.146.53  7.767 ms ICMP
 4  202.163.124.57  2.624 ms ICMP
 5  116.71.134.65  2.774 ms ICMP
 6  221.120.223.53  6.131 ms ICMP
 7  221.120.254.18  27.371 ms ICMP
 8  221.120.248.5  23.397 ms ICMP
 9  149.14.125.217  135.683 ms ICMP
10  130.117.49.2  147.904 ms ICMP
11  130.117.0.18  153.411 ms ICMP
12  154.54.36.53  156.800 ms ICMP
13  130.117.0.2  156.449 ms ICMP
14  149.14.159.114  155.712 ms ICMP
15  202.97.58.37  294.962 ms ICMP
16  *
17  202.97.94.149  290.772 ms ICMP
18  202.97.36.226  328.531 ms ICMP
19  *
20  118.123.230.26  325.505 ms ICMP
21  *
22  211.149.216.111  320.571 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.145.12
 1  192.168.100.1  0.943 ms ICMP
 2  202.163.124.100  3.802 ms ICMP
 3  *
 4  202.163.124.57  2.783 ms ICMP
 5  116.71.134.65  29.192 ms ICMP
 6  221.120.223.53  49.828 ms ICMP
 7  221.120.254.18  26.027 ms ICMP
 8  221.120.251.101  24.112 ms ICMP
 9  221.120.200.3  23.165 ms ICMP
10  104.25.145.12  23.527 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 121.40.142.171
 1  192.168.100.1  1.085 ms ICMP
 2  202.163.124.100  2.364 ms ICMP
 3  192.168.146.53  39.734 ms ICMP
 4  202.163.124.57  2.878 ms ICMP
 5  116.71.134.65  3.077 ms ICMP
 6  221.120.223.57  2.762 ms ICMP
 7  221.120.254.49  25.956 ms ICMP
 8  202.125.128.163  21.776 ms ICMP
 9  195.22.197.122  120.337 ms ICMP
10  195.22.211.104  161.145 ms ICMP
11  89.221.34.147  162.349 ms ICMP
12  202.97.38.161  290.614 ms ICMP
13  202.97.90.34  299.882 ms ICMP
14  202.97.24.181  416.926 ms ICMP
15  202.97.82.102  344.922 ms ICMP
16  *
17  115.236.101.213  343.664 ms ICMP
18  *
19  119.38.215.129  331.720 ms ICMP
20  *
21  *
22  121.40.142.171  308.420 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 136.243.14.3
 1  192.168.100.1  0.893 ms ICMP
 2  202.163.124.100  2.243 ms ICMP
 3  *
 4  202.163.124.57  30.537 ms ICMP
 5  116.71.134.65  3.012 ms ICMP
 6  221.120.223.53  6.761 ms ICMP
 7  221.120.254.18  40.448 ms ICMP
 8  221.120.248.6  69.664 ms ICMP
 9  80.239.192.153  154.910 ms ICMP
10  62.115.112.238  144.185 ms ICMP
11  62.115.120.0  155.781 ms ICMP
12  213.248.70.3  158.175 ms ICMP
13  213.239.224.249  166.756 ms ICMP
14  213.239.203.174  166.273 ms ICMP
15  136.243.14.3  165.609 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 47.95.70.117
 1  *
 2  202.163.124.100  2.411 ms ICMP
 3  *
 4  202.163.124.57  2.922 ms ICMP
 5  116.71.134.65  3.022 ms ICMP
 6  221.120.223.57  5.943 ms ICMP
 7  221.120.254.49  23.648 ms ICMP
 8  202.125.128.134  25.813 ms ICMP
 9  93.186.129.216  121.584 ms ICMP
10  195.22.211.104  152.845 ms ICMP
11  89.221.34.147  153.530 ms ICMP
12  202.97.122.205  315.137 ms ICMP
13  *
14  *
15  *
16  *
